[34548:28880:0322/004039.355:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[34548:27372:0322/004039.610:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[34548:28880:0322/004039.742:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[34548:7068:0322/004044.497:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004044.501:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004044.504:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004044.509:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004046.096:WARNING:value_store_frontend.cc(47)] Reading ahfgeienlihckogmohjhadlkjgocpleb.alarms from  failed: IO error: .../MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004046.098:WARNING:value_store_frontend.cc(47)] Reading mhjfbmdgcfjbbpaeojofohoefgiehjai.alarms from  failed: IO error: .../MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:13788:0322/004046.315:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\GCM Store\Encryption: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\GCM Store\Encryption/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[21964:8644:0322/004048.092:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-959468BCDBAF2B931A2882ED30EC5BB9 will be ignored
[34548:24440:0322/011235.432:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035323.854:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035325.860:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=73})
[34548:24440:0322/035326.861:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035331.859:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=73})
[34548:24440:0322/035332.853:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035334.855:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035337.860:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035339.184:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035340.185:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035341.183:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=100})
[34548:28880:0322/035345.527:VERBOSE1:device_event_log_impl.cc(198)] [03:53:45.527] Display: EVENT: screen_win.cc:893 Displays updated, count: 2
[34548:28880:0322/035345.527:VERBOSE1:device_event_log_impl.cc(198)] [03:53:45.527] Display: EVENT: screen_win.cc:895 Display[2381203543] bounds=[-1707,0 1707x1067], workarea=[-1707,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[34548:28880:0322/035345.528:VERBOSE1:device_event_log_impl.cc(198)] [03:53:45.527] Display: EVENT: screen_win.cc:895 Display[617627122] bounds=[0,0 1536x864], workarea=[0,0 1536x816], scale=1.25, rotation=0, panel_rotation=0 external detected
[34548:24440:0322/035352.873:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035353.871:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035354.869:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035355.871:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=66})
[34548:24440:0322/035357.863:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=65})
[34548:24440:0322/035359.867:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=66})
[34548:24440:0322/035401.879:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=67})
[34548:24440:0322/035402.878:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=66})
[34548:24440:0322/035403.871:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035404.877:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=67})
[34548:24440:0322/035408.878:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035411.376:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035411.376:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=100})
[34548:28880:0322/035427.445:VERBOSE1:device_event_log_impl.cc(198)] [03:54:27.445] Display: EVENT: screen_win.cc:893 Displays updated, count: 2
[34548:28880:0322/035427.445:VERBOSE1:device_event_log_impl.cc(198)] [03:54:27.445] Display: EVENT: screen_win.cc:895 Display[2381203543] bounds=[-1707,0 1707x1067], workarea=[-1707,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[34548:28880:0322/035427.445:VERBOSE1:device_event_log_impl.cc(198)] [03:54:27.445] Display: EVENT: screen_win.cc:895 Display[617627122] bounds=[0,0 1536x864], workarea=[0,0 1536x816], scale=1.25, rotation=0, panel_rotation=0 external detected
[34548:24440:0322/035434.890:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035435.886:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=69})
[34548:24440:0322/035436.889:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=66})
[34548:24440:0322/035437.933:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=100})
[34548:24440:0322/035447.897:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=65})
[34548:24440:0322/035448.899:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=66})
[34548:24440:0322/035450.902:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=67})
[34548:24440:0322/035454.906:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035456.901:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=67})
[34548:24440:0322/035457.897:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=66})
[34548:24440:0322/035459.892:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=67})
[34548:24440:0322/035501.897:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035502.912:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=67})
[34548:24440:0322/035503.897:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035505.901:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=69})
[34548:24440:0322/035506.901:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035507.894:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=69})
[34548:24440:0322/035510.915:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035512.539:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035512.903:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=69})
[34548:24440:0322/035514.187:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:28880:0322/035514.722:VERBOSE1:device_event_log_impl.cc(198)] [03:55:14.721] Display: EVENT: screen_win.cc:893 Displays updated, count: 2
[34548:28880:0322/035514.722:VERBOSE1:device_event_log_impl.cc(198)] [03:55:14.721] Display: EVENT: screen_win.cc:895 Display[2381203543] bounds=[-1707,0 1707x1067], workarea=[-1707,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[34548:28880:0322/035514.722:VERBOSE1:device_event_log_impl.cc(198)] [03:55:14.721] Display: EVENT: screen_win.cc:895 Display[617627122] bounds=[0,0 1536x864], workarea=[0,0 1536x816], scale=1.25, rotation=0, panel_rotation=0 external detected
[34548:24440:0322/035515.915:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035516.918:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035518.903:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035519.900:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=73})
[34548:24440:0322/035520.909:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=74})
[34548:24440:0322/035521.915:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035522.912:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035523.909:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035526.926:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035529.204:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:28880:0322/035529.344:VERBOSE1:device_event_log_impl.cc(198)] [03:55:29.343] Display: EVENT: screen_win.cc:893 Displays updated, count: 2
[34548:28880:0322/035529.344:VERBOSE1:device_event_log_impl.cc(198)] [03:55:29.344] Display: EVENT: screen_win.cc:895 Display[2381203543] bounds=[-1707,0 1707x1067], workarea=[-1707,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[34548:28880:0322/035529.344:VERBOSE1:device_event_log_impl.cc(198)] [03:55:29.344] Display: EVENT: screen_win.cc:895 Display[617627122] bounds=[0,0 1536x864], workarea=[0,0 1536x816], scale=1.25, rotation=0, panel_rotation=0 external detected
[34548:24440:0322/035529.919:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035530.925:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035531.909:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=73})
[34548:24440:0322/035533.906:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=74})
[34548:24440:0322/035534.928:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=76})
[34548:24440:0322/035535.912:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=77})
[34548:24440:0322/035536.927:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=76})
[34548:24440:0322/035538.926:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=74})
[34548:24440:0322/035541.063:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035542.060:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=74})
[34548:24440:0322/035543.059:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=75})
[34548:24440:0322/035544.060:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=100})
[34548:24440:0322/035600.059:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=74})
[34548:24440:0322/035601.060:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=75})
[34548:24440:0322/035602.060:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=100})
[34548:28880:0322/035629.747:VERBOSE1:device_event_log_impl.cc(198)] [03:56:29.747] USB: USER: usb_service_win.cc:674 USB device removed: path=\\?\usb#vid_256c&pid_006d#6&2b4ea795&0&1#{a5dcbf10-6530-11d2-901f-00c04fb951ed} guid=22cb9762-c815-4cc1-b7c5-597664981e65
[34548:28880:0322/035631.383:VERBOSE1:device_event_log_impl.cc(198)] [03:56:31.382] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[34548:28880:0322/035631.383:VERBOSE1:device_event_log_impl.cc(198)] [03:56:31.383] Display: EVENT: screen_win.cc:895 Display[2381203543] bounds=[0,0 1707x1067], workarea=[0,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[34548:28880:0322/035631.431:VERBOSE1:device_event_log_impl.cc(198)] [03:56:31.430] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[34548:28880:0322/035631.431:VERBOSE1:device_event_log_impl.cc(198)] [03:56:31.430] Display: EVENT: screen_win.cc:895 Display[2381203543] bounds=[0,0 1707x1067], workarea=[0,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[34548:28880:0322/035631.464:VERBOSE1:device_event_log_impl.cc(198)] [03:56:31.464] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[34548:28880:0322/035631.464:VERBOSE1:device_event_log_impl.cc(198)] [03:56:31.464] Display: EVENT: screen_win.cc:895 Display[2381203543] bounds=[0,0 1707x1067], workarea=[0,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[34548:28880:0322/035637.113:VERBOSE1:device_event_log_impl.cc(198)] [03:56:37.113] USB: USER: usb_service_win.cc:762 USB device added: path=\\?\usb#vid_1532&pid_0560#00000000#{a5dcbf10-6530-11d2-901f-00c04fb951ed} vendor=5426 "Razer", product=1376 "Razer Kraken Kitty V2", serial="00000000", driver="usbccgp", guid=90f98208-729b-4fc2-bd67-bbd7aa7408fa
[34548:28880:0322/035640.023:VERBOSE1:device_event_log_impl.cc(198)] [03:56:40.023] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[34548:28880:0322/035640.023:VERBOSE1:device_event_log_impl.cc(198)] [03:56:40.023] Display: EVENT: screen_win.cc:895 Display[2381203543] bounds=[0,0 1707x1067], workarea=[0,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
[34548:28880:0322/035641.369:VERBOSE1:device_event_log_impl.cc(198)] [03:56:41.369] USB: EVENT: usb_service_win.cc:733 USB device function updated: guid=90f98208-729b-4fc2-bd67-bbd7aa7408fa, interface_number=0, path="\\?\usb#vid_1532&pid_0560&mi_00#7&a11fb2d&1&0000#{6994ad04-93ef-11d0-a3cc-00a0c9223196}\global", driver="usbaudio"
[34548:28880:0322/035641.369:VERBOSE1:device_event_log_impl.cc(198)] [03:56:41.369] USB: EVENT: usb_service_win.cc:733 USB device function updated: guid=90f98208-729b-4fc2-bd67-bbd7aa7408fa, interface_number=0, path="\\?\usb#vid_1532&pid_0560&mi_00#7&a11fb2d&1&0000#{65e8773e-8f56-11d0-a3b9-00a0c9223196}\global", driver="usbaudio"
[34548:28880:0322/035641.369:VERBOSE1:device_event_log_impl.cc(198)] [03:56:41.369] USB: EVENT: usb_service_win.cc:733 USB device function updated: guid=90f98208-729b-4fc2-bd67-bbd7aa7408fa, interface_number=0, path="\\?\usb#vid_1532&pid_0560&mi_00#7&a11fb2d&1&0000#{65e8773d-8f56-11d0-a3b9-00a0c9223196}\global", driver="usbaudio"
[34548:28880:0322/035641.620:ERROR:device_event_log_impl.cc(196)] [03:56:41.594] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
[34548:28880:0322/035641.646:ERROR:device_event_log_impl.cc(196)] [03:56:41.621] USB: usb_service_win.cc:308 SetupDiEnumDeviceInterfaces: No more data is available. (0x103)
[34548:28880:0322/035641.665:ERROR:device_event_log_impl.cc(196)] [03:56:41.646] USB: usb_service_win.cc:105 SetupDiGetDeviceProperty({{A45C254E-DF1C-4EFD-8020-67D146A850E0}, 6}) failed: Element not found. (0x490)
[34548:24440:0322/035644.949:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=64})
[34548:24440:0322/035645.941:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=65})
[34548:24440:0322/035647.956:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=64})
[34548:24440:0322/035648.947:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=62})
[34548:24440:0322/035650.979:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=63})
[34548:24440:0322/035651.960:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=65})
[34548:24440:0322/035652.948:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=67})
[34548:24440:0322/035654.960:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035656.959:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=69})
[34548:24440:0322/035659.949:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035700.951:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=69})
[34548:24440:0322/035702.953:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035703.952:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035707.954:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035708.974:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035709.967:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035710.960:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035711.960:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035712.962:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035715.968:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035717.970:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035718.956:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
[34548:24440:0322/035720.956:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035722.955:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=73})
[34548:24440:0322/035724.966:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=74})
[34548:24440:0322/035725.960:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=73})
[34548:24440:0322/035726.973:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=74})
[34548:24440:0322/035727.967:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=73})
[34548:24440:0322/035729.967:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=74})
[34548:24440:0322/035730.976:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=73})
[34548:24440:0322/035731.979:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=72})
[34548:24440:0322/035733.968:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=71})
[34548:24440:0322/035738.978:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035739.986:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=67})
[34548:24440:0322/035740.980:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=65})
[34548:24440:0322/035741.964:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=66})
[34548:24440:0322/035742.970:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=64})
[34548:24440:0322/035743.988:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=65})
[34548:24440:0322/035746.966:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=64})
[34548:24440:0322/035748.967:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=67})
[34548:24440:0322/035750.100:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=68})
[34548:24440:0322/035751.101:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=69})
[34548:28880:0322/035753.170:VERBOSE1:device_event_log_impl.cc(198)] [03:57:53.169] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[34548:28880:0322/035753.170:VERBOSE1:device_event_log_impl.cc(198)] [03:57:53.169] Display: EVENT: screen_win.cc:895 Display[2381203543] bounds=[0,0 1707x1067], workarea=[0,0 1707x1019], scale=1.5, rotation=0, panel_rotation=0 external detected
